wavelength,window,geomag,period,lag_hours,spearman_r,n
304,13,all,full,27,0.6534607805265285,1656
304,13,all,full,30,0.6563598864307127,1655
304,13,all,full,33,0.6578735638703429,1654
304,13,all,full,36,0.6575002728160092,1653
304,13,all,full,39,0.6582194916594378,1652
304,13,all,full,42,0.6597934722424246,1651
304,13,all,full,45,0.6611877299265528,1651
304,13,all,full,48,0.6607605260080904,1651
304,13,all,full,51,0.6598092872028545,1651
304,13,all,full,54,0.6592311038754386,1651
304,13,all,full,57,0.6574993537091495,1651
304,13,all,full,60,0.653601025959227,1651
304,13,all,full,63,0.6500726588462894,1650
304,13,all,full,66,0.6483839519738889,1649
304,13,all,full,69,0.6466458825496423,1647
304,13,all,full,72,0.6418983067807998,1645
304,13,all,full,75,0.6372869219476214,1643
304,13,all,full,78,0.6340160581628841,1641
304,13,all,full,81,0.6300723203244075,1639
304,13,all,full,84,0.6246071170847096,1637
304,13,all,full,87,0.618762038121683,1636
304,13,all,full,90,0.6157750924213271,1636
304,13,all,full,93,0.6121162282947951,1636
304,13,all,full,96,0.6053345412043122,1636
304,13,all,full,99,0.5985228838882454,1636
304,13,all,full,102,0.5954516811848192,1636
304,13,all,full,105,0.5902825955766484,1636
304,13,all,full,108,0.5817682534493405,1636
304,13,all,full,111,0.5732483199958093,1635
304,13,all,full,114,0.5700626372943701,1633
304,13,all,full,117,0.5674573144247562,1631
304,13,all,full,120,0.5604056090243935,1629
1175,13,all,full,0,0.7814863471376077,1665
1175,13,all,full,3,0.7837777049217217,1664
1175,13,all,full,6,0.7869102509066183,1663
1175,13,all,full,9,0.7877022117813738,1662
1175,13,all,full,12,0.7858941138420497,1661
1175,13,all,full,15,0.7869623247724806,1660
1175,13,all,full,18,0.7899267997329112,1659
1175,13,all,full,21,0.7937315699528176,1658
1175,13,all,full,24,0.7966485154463361,1657
1175,13,all,full,27,0.8008092569373138,1656
1175,13,all,full,30,0.8030876643311444,1655
1175,13,all,full,33,0.80148380530872,1654
1175,13,all,full,36,0.7968763779785585,1653
1175,13,all,full,39,0.79648772817521,1652
1175,13,all,full,42,0.8005104917770072,1651
1175,13,all,full,45,0.8016563737876964,1651
1175,13,all,full,48,0.800715987602415,1651
1175,13,all,full,51,0.8017863385780107,1651
1175,13,all,full,54,0.8019664974022375,1651
1175,13,all,full,57,0.797353517962086,1651
1175,13,all,full,60,0.790860830081436,1651
1175,13,all,full,63,0.7886743132287319,1650
1175,13,all,full,66,0.7874854160188021,1649
1175,13,all,full,69,0.7831496196639056,1647
1175,13,all,full,72,0.7768658371100922,1645
1175,13,all,full,75,0.7734043669581279,1643
1175,13,all,full,78,0.7692329917930509,1641
1175,13,all,full,81,0.7609476843885095,1639
1175,13,all,full,84,0.7523990465630385,1637
1175,13,all,full,87,0.7460173890614183,1636
1175,13,all,full,90,0.7446341162593447,1636
1175,13,all,full,93,0.7424996173904426,1636
1175,13,all,full,96,0.7371271255932367,1636
1175,13,all,full,99,0.730717079165833,1636
1175,13,all,full,102,0.7275206323805294,1636
1175,13,all,full,105,0.7214997329988886,1636
1175,13,all,full,108,0.7124256196263978,1636
1175,13,all,full,111,0.7053128522101767,1635
1175,13,all,full,114,0.7034240057984006,1633
1175,13,all,full,117,0.6999368071829168,1631
1175,13,all,full,120,0.6917987434917916,1629
1216,13,all,full,0,0.6809297731566639,1665
1216,13,all,full,3,0.6910338763991802,1664
1216,13,all,full,6,0.6975580195828212,1663
1216,13,all,full,9,0.6905009197706226,1662
1216,13,all,full,12,0.6849199295350263,1661
1216,13,all,full,15,0.6927757053779796,1660
1216,13,all,full,18,0.7009649497634327,1659
1216,13,all,full,21,0.7008648112972572,1658
1216,13,all,full,24,0.7005464837084091,1657
1216,13,all,full,27,0.7089414466244953,1656
1216,13,all,full,30,0.712960342819271,1655
1216,13,all,full,33,0.7033807490991443,1654
1216,13,all,full,36,0.6962881974494051,1653
1216,13,all,full,39,0.7025177788174249,1652
1216,13,all,full,42,0.708678226884553,1651
1216,13,all,full,45,0.705421616952379,1651
1216,13,all,full,48,0.7031258211960201,1651
1216,13,all,full,51,0.7102289836148103,1651
1216,13,all,full,54,0.7118078744957166,1651
1216,13,all,full,57,0.6997520829630799,1651
1216,13,all,full,60,0.6902472010839821,1651
1216,13,all,full,63,0.6935648955409919,1650
1216,13,all,full,66,0.6979975079175536,1649
1216,13,all,full,69,0.6930173635278094,1647
1216,13,all,full,72,0.6885841218992956,1645
1216,13,all,full,75,0.6937742640733892,1643
1216,13,all,full,78,0.6932649749489032,1641
1216,13,all,full,81,0.6798605225188954,1639
1216,13,all,full,84,0.6692208087591138,1637
1216,13,all,full,87,0.670807683465856,1636
1216,13,all,full,90,0.6738578308251745,1636
1216,13,all,full,93,0.6673505757408865,1636
1216,13,all,full,96,0.660712033748513,1636
1216,13,all,full,99,0.6630576917113677,1636
1216,13,all,full,102,0.6615826556472738,1636
1216,13,all,full,105,0.6463665150584145,1636
1216,13,all,full,108,0.6330283971587096,1636
1216,13,all,full,111,0.631916319604954,1635
1216,13,all,full,114,0.633970390269946,1633
1216,13,all,full,117,0.6265705992763361,1631
1216,13,all,full,120,0.6186280699448852,1629
1335,13,all,full,0,0.6737071517796308,1665
1335,13,all,full,3,0.6752706630262253,1664
1335,13,all,full,6,0.6790316125356373,1663
1335,13,all,full,9,0.6827593118939568,1662
1335,13,all,full,12,0.6844015343961909,1661
1335,13,all,full,15,0.686503249373323,1660
1335,13,all,full,18,0.6886600649966462,1659
1335,13,all,full,21,0.6928995925305009,1658
1335,13,all,full,24,0.6954880025446167,1657
1335,13,all,full,27,0.6966062112042835,1656
1335,13,all,full,30,0.6990678082892746,1655
1335,13,all,full,33,0.7013742979164224,1654
1335,13,all,full,36,0.7010770622479229,1653
1335,13,all,full,39,0.7008797316217937,1652
1335,13,all,full,42,0.7026980546478746,1651
1335,13,all,full,45,0.7046451799901686,1651
1335,13,all,full,48,0.7047641401705195,1651
1335,13,all,full,51,0.7033646934941477,1651
1335,13,all,full,54,0.7023448272000253,1651
1335,13,all,full,57,0.7008090241534789,1651
1335,13,all,full,60,0.6970748456134817,1651
1335,13,all,full,63,0.6929051701129267,1650
1335,13,all,full,66,0.6899292464822618,1649
1335,13,all,full,69,0.68837097436189,1647
1335,13,all,full,72,0.6847226097024891,1645
1335,13,all,full,75,0.6800644293215371,1643
1335,13,all,full,78,0.6764942688328032,1641
1335,13,all,full,81,0.6729415561794021,1639
1335,13,all,full,84,0.6679269048659355,1637
1335,13,all,full,87,0.6615548942733561,1636
1335,13,all,full,90,0.6594177617736212,1636
1335,13,all,full,93,0.6574954359876499,1636
1335,13,all,full,96,0.6523756192817788,1636
1335,13,all,full,99,0.6453324819845331,1636
1335,13,all,full,102,0.6419281455346042,1636
1335,13,all,full,105,0.6378011720260116,1636
1335,13,all,full,108,0.630601129526171,1636
1335,13,all,full,111,0.6219326135747794,1635
1335,13,all,full,114,0.6178563608845692,1633
1335,13,all,full,117,0.6152446918365546,1631
1335,13,all,full,120,0.6080009187421993,1629
1405,13,all,full,0,0.7968057441271728,1665
1405,13,all,full,3,0.8001716822748093,1664
1405,13,all,full,6,0.8041773641458585,1663
1405,13,all,full,9,0.8070122500548138,1662
1405,13,all,full,12,0.8076662906939135,1661
1405,13,all,full,15,0.8076090582312637,1660
1405,13,all,full,18,0.8087788704579792,1659
1405,13,all,full,21,0.8114185781964574,1658
1405,13,all,full,24,0.8125308121346216,1657
1405,13,all,full,27,0.8145357165874433,1656
1405,13,all,full,30,0.8172251049391372,1655
1405,13,all,full,33,0.8174022998627578,1654
1405,13,all,full,36,0.8148821734795676,1653
1405,13,all,full,39,0.8121769717630634,1652
1405,13,all,full,42,0.810618968646461,1651
1405,13,all,full,45,0.8102325300483582,1651
1405,13,all,full,48,0.8089870545842787,1651
1405,13,all,full,51,0.8078273388162619,1651
1405,13,all,full,54,0.8064293053803264,1651
1405,13,all,full,57,0.8018387324673192,1651
1405,13,all,full,60,0.7956956242742977,1651
1405,13,all,full,63,0.7910738653247357,1650
1405,13,all,full,66,0.7863848238816004,1649
1405,13,all,full,69,0.7827922598650773,1647
1405,13,all,full,72,0.7790054605356145,1645
1405,13,all,full,75,0.7750803679557702,1643
1405,13,all,full,78,0.7715679052247305,1641
1405,13,all,full,81,0.7666878355452591,1639
1405,13,all,full,84,0.7591874532152308,1637
1405,13,all,full,87,0.7525918469503671,1636
1405,13,all,full,90,0.7494178805747623,1636
1405,13,all,full,93,0.7461208488233281,1636
1405,13,all,full,96,0.7414239422556845,1636
1405,13,all,full,99,0.7357639873236578,1636
1405,13,all,full,102,0.7327522756276361,1636
1405,13,all,full,105,0.7276982092557269,1636
1405,13,all,full,108,0.7196261225320449,1636
1405,13,all,full,111,0.711231909175704,1635
1405,13,all,full,114,0.7067278859809538,1633
1405,13,all,full,117,0.7027762910108882,1631
1405,13,all,full,120,0.6955225752941239,1629
256,13,quiet_kp4,full,0,0.5257693558363072,854
256,13,quiet_kp4,full,3,0.5277821104008682,855
256,13,quiet_kp4,full,6,0.5354907541703472,856
256,13,quiet_kp4,full,9,0.53544298154737,856
256,13,quiet_kp4,full,12,0.5336445662103521,857
256,13,quiet_kp4,full,15,0.5375988912610556,858
256,13,quiet_kp4,full,18,0.543763876159577,859
256,13,quiet_kp4,full,21,0.5492482868702233,860
256,13,quiet_kp4,full,24,0.5485751565501067,860
256,13,quiet_kp4,full,27,0.5492766617686637,860
256,13,quiet_kp4,full,30,0.5527076284612684,860
256,13,quiet_kp4,full,33,0.552304500329516,859
256,13,quiet_kp4,full,36,0.5474808240486493,858
256,13,quiet_kp4,full,39,0.5419148785434131,857
256,13,quiet_kp4,full,42,0.5386728279383942,856
256,13,quiet_kp4,full,45,0.539160273228027,856
256,13,quiet_kp4,full,48,0.5343750827966193,855
256,13,quiet_kp4,full,51,0.527420322759313,854
256,13,quiet_kp4,full,54,0.5239566253669652,854
256,13,quiet_kp4,full,57,0.5210791763295387,854
256,13,quiet_kp4,full,60,0.5117648021003232,853
256,13,quiet_kp4,full,63,0.5042877573730209,851
256,13,quiet_kp4,full,66,0.5033529686292811,849
256,13,quiet_kp4,full,69,0.500243940952169,846
256,13,quiet_kp4,full,72,0.49042357652146945,843
256,13,quiet_kp4,full,75,0.4817939894229684,840
256,13,quiet_kp4,full,78,0.48218887130152116,837
256,13,quiet_kp4,full,81,0.48256866872774024,835
256,13,quiet_kp4,full,84,0.47500508812244696,832
256,13,quiet_kp4,full,87,0.4650424231142212,830
256,13,quiet_kp4,full,90,0.4622626447469218,829
256,13,quiet_kp4,full,93,0.461532802706982,828
256,13,quiet_kp4,full,96,0.45261934796338676,828
256,13,quiet_kp4,full,99,0.43905319710688345,829
256,13,quiet_kp4,full,102,0.43815716178679365,828
256,13,quiet_kp4,full,105,0.43273714422685355,827
256,13,quiet_kp4,full,108,0.41763360058393467,827
256,13,quiet_kp4,full,111,0.4040251760309609,827
256,13,quiet_kp4,full,114,0.4024039961022725,826
256,13,quiet_kp4,full,117,0.4012300797770602,825
256,13,quiet_kp4,full,120,0.38953599032236264,824
284,13,quiet_kp4,full,0,0.5910102934001735,854
284,13,quiet_kp4,full,3,0.591345857365952,855
284,13,quiet_kp4,full,6,0.5981615097296782,856
284,13,quiet_kp4,full,9,0.5982693185925042,856
284,13,quiet_kp4,full,12,0.5951013375549085,857
284,13,quiet_kp4,full,15,0.5970238196620125,858
284,13,quiet_kp4,full,18,0.6025336658089725,859
284,13,quiet_kp4,full,21,0.6068170127514418,860
284,13,quiet_kp4,full,24,0.604624278329077,860
284,13,quiet_kp4,full,27,0.603980673751021,860
284,13,quiet_kp4,full,30,0.6081012410339142,860
284,13,quiet_kp4,full,33,0.6079318764458326,859
284,13,quiet_kp4,full,36,0.6059085576678827,858
284,13,quiet_kp4,full,39,0.6045972887732342,857
284,13,quiet_kp4,full,42,0.6051347438597257,856
284,13,quiet_kp4,full,45,0.6081123729945591,856
284,13,quiet_kp4,full,48,0.6054812225907192,855
284,13,quiet_kp4,full,51,0.6014730000486004,854
284,13,quiet_kp4,full,54,0.6020518307087458,854
284,13,quiet_kp4,full,57,0.6033992308813855,854
284,13,quiet_kp4,full,60,0.5986240313906964,853
284,13,quiet_kp4,full,63,0.5949108461510754,851
284,13,quiet_kp4,full,66,0.5970105850193934,849
284,13,quiet_kp4,full,69,0.5979493402495932,846
284,13,quiet_kp4,full,72,0.5926534856002909,843
284,13,quiet_kp4,full,75,0.5883290245997675,840
284,13,quiet_kp4,full,78,0.5903062211598584,837
284,13,quiet_kp4,full,81,0.5924929872450206,835
284,13,quiet_kp4,full,84,0.5878598315193891,832
284,13,quiet_kp4,full,87,0.5810724907879462,830
284,13,quiet_kp4,full,90,0.5808078382655287,829
284,13,quiet_kp4,full,93,0.5829417328448714,828
284,13,quiet_kp4,full,96,0.5775220357784141,828
284,13,quiet_kp4,full,99,0.5684175839035589,829
284,13,quiet_kp4,full,102,0.570043454183192,828
284,13,quiet_kp4,full,105,0.5673749191613924,827
284,13,quiet_kp4,full,108,0.556848216569096,827
284,13,quiet_kp4,full,111,0.5485445783363606,827
284,13,quiet_kp4,full,114,0.5506746789578343,826
284,13,quiet_kp4,full,117,0.5510599043872041,825
284,13,quiet_kp4,full,120,0.5393519715075943,824
304,13,quiet_kp4,full,0,0.6419765613368458,854
304,13,quiet_kp4,full,3,0.6432789112354965,855
304,13,quiet_kp4,full,6,0.6500387136173785,856
304,13,quiet_kp4,full,9,0.6507826808649122,856
304,13,quiet_kp4,full,12,0.6492624241809076,857
304,13,quiet_kp4,full,15,0.6514507100885389,858
304,13,quiet_kp4,full,18,0.6547397184129999,859
304,13,quiet_kp4,full,21,0.6631000576459456,860
304,13,quiet_kp4,full,24,0.6645543843887498,860
304,13,quiet_kp4,full,27,0.664492106769234,860
304,13,quiet_kp4,full,30,0.6676469464581327,860
304,13,quiet_kp4,full,33,0.6692392508809653,859
304,13,quiet_kp4,full,36,0.6656827550230233,858
304,13,quiet_kp4,full,39,0.6624540330605828,857
304,13,quiet_kp4,full,42,0.662436771106383,856
304,13,quiet_kp4,full,45,0.6638572461426525,856
304,13,quiet_kp4,full,48,0.6599524320222957,855
304,13,quiet_kp4,full,51,0.653786687424652,854
304,13,quiet_kp4,full,54,0.6498266402847199,854
304,13,quiet_kp4,full,57,0.6454993112863068,854
304,13,quiet_kp4,full,60,0.6374490480638718,853
304,13,quiet_kp4,full,63,0.6319452625061213,851
304,13,quiet_kp4,full,66,0.6324398097128043,849
304,13,quiet_kp4,full,69,0.6295062969069813,846
304,13,quiet_kp4,full,72,0.6222617893604279,843
304,13,quiet_kp4,full,75,0.6160280029551386,840
304,13,quiet_kp4,full,78,0.6148306122028826,837
304,13,quiet_kp4,full,81,0.6116361336052208,835
304,13,quiet_kp4,full,84,0.6046867233424889,832
304,13,quiet_kp4,full,87,0.5963501110913544,830
304,13,quiet_kp4,full,90,0.5941604146696399,829
304,13,quiet_kp4,full,93,0.593839767432043,828
304,13,quiet_kp4,full,96,0.5876997271358617,828
304,13,quiet_kp4,full,99,0.5771268848404579,829
304,13,quiet_kp4,full,102,0.5742116827808479,828
304,13,quiet_kp4,full,105,0.5677161163234093,827
304,13,quiet_kp4,full,108,0.5534352477926886,827
304,13,quiet_kp4,full,111,0.5424236726757847,827
304,13,quiet_kp4,full,114,0.5439343891408738,826
304,13,quiet_kp4,full,117,0.5434469973008728,825
304,13,quiet_kp4,full,120,0.5335223103643162,824
1175,13,quiet_kp4,full,0,0.8092528806304579,854
1175,13,quiet_kp4,full,3,0.8097442933210153,855
1175,13,quiet_kp4,full,6,0.8133395818470156,856
1175,13,quiet_kp4,full,9,0.8102758395459746,856
1175,13,quiet_kp4,full,12,0.8060495432113444,857
1175,13,quiet_kp4,full,15,0.8079592607706625,858
1175,13,quiet_kp4,full,18,0.8142324362158134,859
1175,13,quiet_kp4,full,21,0.8248906156154953,860
1175,13,quiet_kp4,full,24,0.829950969345205,860
1175,13,quiet_kp4,full,27,0.8344489378703867,860
1175,13,quiet_kp4,full,30,0.8393559275379805,860
1175,13,quiet_kp4,full,33,0.840954215938649,859
1175,13,quiet_kp4,full,36,0.8355520781070557,858
1175,13,quiet_kp4,full,39,0.8314557311520202,857
1175,13,quiet_kp4,full,42,0.8330379925320122,856
1175,13,quiet_kp4,full,45,0.8333011915605655,856
1175,13,quiet_kp4,full,48,0.8301230132171243,855
1175,13,quiet_kp4,full,51,0.8271068480880676,854
1175,13,quiet_kp4,full,54,0.8227731417988209,854
1175,13,quiet_kp4,full,57,0.8164962692126121,854
1175,13,quiet_kp4,full,60,0.8065161286555453,853
1175,13,quiet_kp4,full,63,0.8038362976643298,851
1175,13,quiet_kp4,full,66,0.8080904413235391,849
1175,13,quiet_kp4,full,69,0.8042060107228982,846
1175,13,quiet_kp4,full,72,0.79652561898196,843
1175,13,quiet_kp4,full,75,0.791273452970961,840
1175,13,quiet_kp4,full,78,0.7900138501031564,837
1175,13,quiet_kp4,full,81,0.7839380754514516,835
1175,13,quiet_kp4,full,84,0.7738628567228059,832
1175,13,quiet_kp4,full,87,0.7656292946015116,830
1175,13,quiet_kp4,full,90,0.7652123993956631,829
1175,13,quiet_kp4,full,93,0.7667661546154296,828
1175,13,quiet_kp4,full,96,0.7632105855870853,828
1175,13,quiet_kp4,full,99,0.7540893947637194,829
1175,13,quiet_kp4,full,102,0.7474902931974091,828
1175,13,quiet_kp4,full,105,0.7334629381849269,827
1175,13,quiet_kp4,full,108,0.7126439707966459,827
1175,13,quiet_kp4,full,111,0.70045986724074,827
1175,13,quiet_kp4,full,114,0.7053631229303968,826
1175,13,quiet_kp4,full,117,0.7014853535472263,825
1175,13,quiet_kp4,full,120,0.686033251864157,824
1216,13,quiet_kp4,full,0,0.6998388770727579,854
1216,13,quiet_kp4,full,3,0.7098109529991672,855
1216,13,quiet_kp4,full,6,0.7189178056429092,856
1216,13,quiet_kp4,full,9,0.709864673570643,856
1216,13,quiet_kp4,full,12,0.6993770741412484,857
1216,13,quiet_kp4,full,15,0.70675953122232,858
1216,13,quiet_kp4,full,18,0.7167483814341978,859
1216,13,quiet_kp4,full,21,0.7185111970009394,860
1216,13,quiet_kp4,full,24,0.7154572919574237,860
1216,13,quiet_kp4,full,27,0.722469287804199,860
1216,13,quiet_kp4,full,30,0.7270984902346674,860
1216,13,quiet_kp4,full,33,0.7155049298645152,859
1216,13,quiet_kp4,full,36,0.7034021492028754,858
1216,13,quiet_kp4,full,39,0.7065917321318144,857
1216,13,quiet_kp4,full,42,0.7107216344550621,856
1216,13,quiet_kp4,full,45,0.7057154385544009,856
1216,13,quiet_kp4,full,48,0.6991746257016834,855
1216,13,quiet_kp4,full,51,0.701661067511282,854
1216,13,quiet_kp4,full,54,0.7008371253889534,854
1216,13,quiet_kp4,full,57,0.6854576431084053,854
1216,13,quiet_kp4,full,60,0.6702272907523745,853
1216,13,quiet_kp4,full,63,0.6713231375534607,851
1216,13,quiet_kp4,full,66,0.6775830545565782,849
1216,13,quiet_kp4,full,69,0.6720556436074961,846
1216,13,quiet_kp4,full,72,0.6646013937217183,843
1216,13,quiet_kp4,full,75,0.6667348289487777,840
1216,13,quiet_kp4,full,78,0.6664849196201635,837
1216,13,quiet_kp4,full,81,0.6526924877311572,835
1216,13,quiet_kp4,full,84,0.6375193231972044,832
1216,13,quiet_kp4,full,87,0.6360626980537147,830
1216,13,quiet_kp4,full,90,0.6394965923377782,829
1216,13,quiet_kp4,full,93,0.6336304865422167,828
1216,13,quiet_kp4,full,96,0.6248357290411057,828
1216,13,quiet_kp4,full,99,0.6243830727535937,829
1216,13,quiet_kp4,full,102,0.624070020845688,828
1216,13,quiet_kp4,full,105,0.6054391732785551,827
1216,13,quiet_kp4,full,108,0.583673077193174,827
1216,13,quiet_kp4,full,111,0.5810194322837352,827
1216,13,quiet_kp4,full,114,0.5885027152872949,826
1216,13,quiet_kp4,full,117,0.5826106097292539,825
1216,13,quiet_kp4,full,120,0.5730327231545836,824
1335,13,quiet_kp4,full,0,0.6848620311180003,854
1335,13,quiet_kp4,full,3,0.6875892427560398,855
1335,13,quiet_kp4,full,6,0.6935981624089341,856
1335,13,quiet_kp4,full,9,0.6942573748627997,856
1335,13,quiet_kp4,full,12,0.6951215122569228,857
1335,13,quiet_kp4,full,15,0.6975574987863028,858
1335,13,quiet_kp4,full,18,0.7008868246841011,859
1335,13,quiet_kp4,full,21,0.7094600383230926,860
1335,13,quiet_kp4,full,24,0.7119561615365612,860
1335,13,quiet_kp4,full,27,0.7116620926921525,860
1335,13,quiet_kp4,full,30,0.7147683705535341,860
1335,13,quiet_kp4,full,33,0.7189460943799413,859
1335,13,quiet_kp4,full,36,0.715841397963428,858
1335,13,quiet_kp4,full,39,0.7101144882881871,857
1335,13,quiet_kp4,full,42,0.708934858001283,856
1335,13,quiet_kp4,full,45,0.7105385602743376,856
1335,13,quiet_kp4,full,48,0.7082389403875862,855
1335,13,quiet_kp4,full,51,0.7021089999420552,854
1335,13,quiet_kp4,full,54,0.6969301388500945,854
1335,13,quiet_kp4,full,57,0.6930770028486355,854
1335,13,quiet_kp4,full,60,0.6845289831352575,853
1335,13,quiet_kp4,full,63,0.6793377253915419,851
1335,13,quiet_kp4,full,66,0.6797926920618237,849
1335,13,quiet_kp4,full,69,0.6773785555812041,846
1335,13,quiet_kp4,full,72,0.67289261855983,843
1335,13,quiet_kp4,full,75,0.6680063322085208,840
1335,13,quiet_kp4,full,78,0.6674287927514341,837
1335,13,quiet_kp4,full,81,0.6650459227495237,835
1335,13,quiet_kp4,full,84,0.6601521336110119,832
1335,13,quiet_kp4,full,87,0.6518779389155215,830
1335,13,quiet_kp4,full,90,0.650524497949842,829
1335,13,quiet_kp4,full,93,0.6519763661635108,828
1335,13,quiet_kp4,full,96,0.64810966872646,828
1335,13,quiet_kp4,full,99,0.6369332788225329,829
1335,13,quiet_kp4,full,102,0.6337962610347477,828
1335,13,quiet_kp4,full,105,0.6269689433355996,827
1335,13,quiet_kp4,full,108,0.6127722178184691,827
1335,13,quiet_kp4,full,111,0.5998778632121441,827
1335,13,quiet_kp4,full,114,0.6003603242002193,826
1335,13,quiet_kp4,full,117,0.6006610190862289,825
1335,13,quiet_kp4,full,120,0.589983924226159,824
1405,13,quiet_kp4,full,0,0.812636216451609,854
1405,13,quiet_kp4,full,3,0.8167441547026753,855
1405,13,quiet_kp4,full,6,0.823668799694194,856
1405,13,quiet_kp4,full,9,0.8245225846653517,856
1405,13,quiet_kp4,full,12,0.8234806611506467,857
1405,13,quiet_kp4,full,15,0.8235425190732643,858
1405,13,quiet_kp4,full,18,0.8266230290812688,859
1405,13,quiet_kp4,full,21,0.8355569927475157,860
1405,13,quiet_kp4,full,24,0.8377203900907083,860
1405,13,quiet_kp4,full,27,0.8372014916819948,860
1405,13,quiet_kp4,full,30,0.8396980110875293,860
1405,13,quiet_kp4,full,33,0.8413877835081507,859
1405,13,quiet_kp4,full,36,0.8374144088965398,858
1405,13,quiet_kp4,full,39,0.8321107130908765,857
1405,13,quiet_kp4,full,42,0.827820100967257,856
1405,13,quiet_kp4,full,45,0.8272131954221699,856
1405,13,quiet_kp4,full,48,0.8231207903318892,855
1405,13,quiet_kp4,full,51,0.8183070922747262,854
1405,13,quiet_kp4,full,54,0.8151397173386256,854
1405,13,quiet_kp4,full,57,0.8116010530621907,854
1405,13,quiet_kp4,full,60,0.8050829722245991,853
1405,13,quiet_kp4,full,63,0.802624253157015,851
1405,13,quiet_kp4,full,66,0.8040910374417117,849
1405,13,quiet_kp4,full,69,0.8015552864533672,846
1405,13,quiet_kp4,full,72,0.7984878800005336,843
1405,13,quiet_kp4,full,75,0.7939256878603447,840
1405,13,quiet_kp4,full,78,0.7927216784954707,837
1405,13,quiet_kp4,full,81,0.7912202513152073,835
1405,13,quiet_kp4,full,84,0.7847059123566117,832
1405,13,quiet_kp4,full,87,0.7751964095249104,830
1405,13,quiet_kp4,full,90,0.772525229675191,829
1405,13,quiet_kp4,full,93,0.7728356107455101,828
1405,13,quiet_kp4,full,96,0.7663592862581549,828
1405,13,quiet_kp4,full,99,0.7551923538281726,829
1405,13,quiet_kp4,full,102,0.750626204584115,828
1405,13,quiet_kp4,full,105,0.7422559891855647,827
1405,13,quiet_kp4,full,108,0.7257345954530777,827
1405,13,quiet_kp4,full,111,0.7115169933032259,827
1405,13,quiet_kp4,full,114,0.7106326886893771,826
1405,13,quiet_kp4,full,117,0.7088176625086285,825
1405,13,quiet_kp4,full,120,0.6997482141305945,824
256,13,quiet_kp3,full,0,0.5617882477902963,405
256,13,quiet_kp3,full,3,0.5682595681571442,405
256,13,quiet_kp3,full,6,0.5732456496881215,405
256,13,quiet_kp3,full,9,0.5747760490334748,405
256,13,quiet_kp3,full,12,0.5783377510621203,404
256,13,quiet_kp3,full,15,0.5856295968720114,404
256,13,quiet_kp3,full,18,0.5851123592415535,403
256,13,quiet_kp3,full,21,0.5862266484819395,402
256,13,quiet_kp3,full,24,0.5893040916994925,404
256,13,quiet_kp3,full,27,0.5882795061971045,404
256,13,quiet_kp3,full,30,0.5807166657927227,403
256,13,quiet_kp3,full,33,0.5755431982245786,402
256,13,quiet_kp3,full,36,0.5704912009816575,402
256,13,quiet_kp3,full,39,0.5587672424804438,402
256,13,quiet_kp3,full,42,0.548840957308222,401
256,13,quiet_kp3,full,45,0.5412843830273939,400
256,13,quiet_kp3,full,48,0.5378929809656076,402
256,13,quiet_kp3,full,51,0.5341529338297334,403
256,13,quiet_kp3,full,54,0.5252419301732706,402
256,13,quiet_kp3,full,57,0.5182832098857335,401
256,13,quiet_kp3,full,60,0.5080734254589091,400
256,13,quiet_kp3,full,63,0.49507747883758924,397
256,13,quiet_kp3,full,66,0.4880172340641559,394
256,13,quiet_kp3,full,69,0.47408147205370454,391
256,13,quiet_kp3,full,72,0.4524545949373024,389
256,13,quiet_kp3,full,75,0.44145430654433004,388
256,13,quiet_kp3,full,78,0.4388955222790624,386
256,13,quiet_kp3,full,81,0.43574532999330173,383
256,13,quiet_kp3,full,84,0.42097215281779543,380
256,13,quiet_kp3,full,87,0.4039296889627044,377
256,13,quiet_kp3,full,90,0.39963954943679597,375
256,13,quiet_kp3,full,93,0.39989344585648207,373
256,13,quiet_kp3,full,96,0.38825741461343954,372
256,13,quiet_kp3,full,99,0.3700745176095146,371
256,13,quiet_kp3,full,102,0.37545403303621755,369
256,13,quiet_kp3,full,105,0.37901044576383913,366
256,13,quiet_kp3,full,108,0.3611485628584593,366
256,13,quiet_kp3,full,111,0.3417910631923657,365
256,13,quiet_kp3,full,114,0.34315483612319375,363
256,13,quiet_kp3,full,117,0.34843866146083463,362
256,13,quiet_kp3,full,120,0.3315123292792889,362
284,13,quiet_kp3,full,0,0.5768368134021942,405
284,13,quiet_kp3,full,3,0.5816574268264266,405
284,13,quiet_kp3,full,6,0.5839642256508082,405
284,13,quiet_kp3,full,9,0.5866415212949868,405
284,13,quiet_kp3,full,12,0.5901754443434418,404
284,13,quiet_kp3,full,15,0.5989668611195279,404
284,13,quiet_kp3,full,18,0.6045052970168687,403
284,13,quiet_kp3,full,21,0.6110000913423268,402
284,13,quiet_kp3,full,24,0.6168397815794813,404
284,13,quiet_kp3,full,27,0.6233099571330168,404
284,13,quiet_kp3,full,30,0.6252359190217011,403
284,13,quiet_kp3,full,33,0.6219944195287493,402
284,13,quiet_kp3,full,36,0.61725330021489,402
284,13,quiet_kp3,full,39,0.6118091497673357,402
284,13,quiet_kp3,full,42,0.6059148769866379,401
284,13,quiet_kp3,full,45,0.599931374571091,400
284,13,quiet_kp3,full,48,0.5963746055032043,402
284,13,quiet_kp3,full,51,0.5940267705523191,403
284,13,quiet_kp3,full,54,0.5909352576855702,402
284,13,quiet_kp3,full,57,0.5863808761677896,401
